ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,outcome
10546,"Cops on Cam! (Canceled)",Experimental,US,"2014-07-11 00:00:00","2014-08-10 00:00:00",75000,0,USD,canceled
10547,"Your Waiting Child: "Fulfillment" Aesthetic Experience",Painting,US,"2010-12-10 00:00:00","2011-02-08 00:00:00",4000,0,USD,failed
10548,"Initiative | Aerospace Business & Mars Colonization Sim","Video Games",US,"2017-08-22 00:00:00","2017-09-22 00:00:00",55000,42557,USD,failed
10549,"POllEN: Volume 01 Hana no Seieki",Apparel,US,"2016-03-04 00:00:00","2016-03-24 00:00:00",4000,33,USD,failed
10550,"Zefari and Co watches - The Debut Collection","Product Design",AU,"2017-09-17 00:00:00","2017-10-23 00:00:00",7637.09,3782.65,AUD,failed
10551,"Ilustrated story FurEverLucky","Young Adult",CA,"2016-03-16 00:00:00","2016-04-15 00:00:00",38.82,0,CAD,failed
10552,"Up With The Angels",Music,US,"2012-01-09 00:00:00","2012-01-29 00:00:00",2000,1,USD,failed
10553,"Lazarus, the Forever Man #1","Graphic Novels",US,"2017-11-15 00:00:00","2017-12-07 00:00:00",1200,1447,USD,successful
10554,"Computer Vision A-Z™: Learn OpenCV and Cutting Edge AI",Technology,AU,"2017-09-05 00:00:00","2017-09-26 00:00:00",7831.47,68364.01,AUD,successful
10555,"Travel Planner V3",Software,CA,"2014-09-01 00:00:00","2014-10-01 00:00:00",268.26,100.15,CAD,failed
10556,"The Making of Jeron's 1st Studio Album "For Life"",Music,"N,0"","2015-03-28 00:00:00","2015-05-07 00:00:00",4500,411,USD,undefined
10557,"Real Outdoorsmen - A Documentary",Documentary,US,"2011-10-04 00:00:00","2011-10-27 00:00:00",316,95,USD,failed
10558,"Bee Well Meadery - Dug Deep in Northern Michigan",Food,US,"2013-01-30 00:00:00","2013-03-01 00:00:00",9000,14348.33,USD,successful
10559,"Support a 100% People-Funded Media—Newsbud, Phase 2",Journalism,US,"2016-10-23 00:00:00","2016-11-27 00:00:00",130000,137811.76,USD,successful
10560,"The Cure All Blues","Film & Video",US,"2011-03-11 00:00:00","2011-04-11 00:00:00",500,1176,USD,successful
10561,"Religious Symbols For Atheists",Apparel,CA,"2014-07-09 00:00:00","2014-08-08 00:00:00",916.09,0,CAD,failed
10562,"SpaceBox Multiplayer.  A complete Minecraft overhaul","Video Games",US,"2014-01-19 00:00:00","2014-03-20 00:00:00",500,120,USD,canceled
10563,"LIVE GREEN - Moneyless Trading App",Apps,NZ,"2015-07-29 00:00:00","2015-08-28 00:00:00",128949.07,25.79,NZD,failed
10564,"Kawaii's Perfect American Doll",Design,US,"2014-02-20 00:00:00","2014-03-22 00:00:00",25000,526,USD,failed
10565,Mechanicules,Sculpture,US,"2013-05-01 00:00:00","2013-05-31 00:00:00",2000,2686,USD,successful
10566,"The Alternative Wordbook",Fiction,GB,"2013-05-14 00:00:00","2013-06-13 00:00:00",390.58,909.28,GBP,successful
10567,"Publish Conffessions of a obessive heart poems",Publishing,US,"2016-07-20 00:00:00","2016-09-18 00:00:00",757,0,USD,canceled
10568,"Flower Feelings Social Emotional Skill Building Kit for kids","Product Design",US,"2013-05-28 00:00:00","2013-06-28 00:00:00",19000,109,USD,failed
10569,"Hubris Reed: Luxury Custom Suits and Shirts made by hand",Fashion,US,"2013-05-10 00:00:00","2013-06-09 00:00:00",15000,15072,USD,successful
10570,"World Atheist Movment Cause For The Atheism Debate Guide App",Nonfiction,US,"2012-07-18 00:00:00","2012-09-01 00:00:00",100000,0,USD,canceled
10571,""Illuminate" - Artwork Album and Film","Mixed Media",US,"2015-02-05 00:00:00","2015-03-07 00:00:00",30000,86,USD,failed
10572,"Elite Game Box | Video Game Truck | Party Truck","Video Games",US,"2016-03-19 00:00:00","2016-04-18 00:00:00",2500,777,USD,failed
10573,"Jail Me",Punk,US,"2015-09-10 00:00:00","2015-10-10 00:00:00",29500,143,USD,failed
10574,"James Concannon Does Basel: Diabetic Death Bath",Installations,US,"2014-09-08 00:00:00","2014-10-09 00:00:00",3000,3175,USD,successful
10575,RISE,Restaurants,US,"2016-05-18 00:00:00","2016-06-27 00:00:00",25000,700,USD,failed
10576,"Pilot: "Reflection"","Film & Video",US,"2015-05-13 00:00:00","2015-06-12 00:00:00",750,25,USD,failed
10577,"Exterminators (Canceled)","Graphic Novels",US,"2015-10-19 00:00:00","2015-12-04 00:00:00",15000,2736,USD,canceled
10578,"Cat Servants Union Logo","Graphic Design",US,"2017-04-25 00:00:00","2017-05-25 00:00:00",500,51,USD,failed
10579,"OLD SCHOOL BAKERY & CAFE","Farmer's Markets",US,"2014-08-19 00:00:00","2014-09-01 00:00:00",85000,640,USD,failed
10580,""DRAGON"","Narrative Film",US,"2012-11-06 00:00:00","2012-12-31 00:00:00",100000,0,USD,failed
10581,"Relaunch! Whispers of Starfall: a 5E adventure module","Tabletop Games",US,"2016-06-01 00:00:00","2016-07-01 00:00:00",500,1133,USD,successful
10582,"The Shadowlands Campaign Setting Guidebook for Pathfinder","Tabletop Games",US,"2013-03-21 00:00:00","2013-05-04 00:00:00",5500,44183.99,USD,successful
10583,"CD and Radio Campaign - Tyler Boone (Canceled)",Rock,US,"2010-10-07 00:00:00","2010-11-21 00:00:00",1500,190,USD,canceled
10584,"Squeeze Box Records",Music,US,"2017-06-10 00:00:00","2017-07-10 00:00:00",11000,0,USD,failed
10585,"The Gripping Final Chapter in the Daughters of Night Series",Fiction,US,"2013-07-21 00:00:00","2013-08-10 00:00:00",3000,70,USD,canceled
10586,"Dreamkeepers Plush Whip",Crafts,US,"2016-09-16 00:00:00","2016-10-16 00:00:00",7000,13093,USD,successful
10587,"Märta och chokladbiten på väg","Food Trucks",SE,"2015-04-22 00:00:00","2015-05-07 00:00:00",6036.39,422.55,SEK,failed
10588,"Bringing Back the Theatre..."On The Cutting Room Floor" World Premiere (Canceled)",Theater,US,"2010-05-13 00:00:00","2010-06-11 00:00:00",1500,0,USD,canceled
10589,"Jordyn Gatti said, "All I want for Christmas is my own EP"",Rock,US,"2012-12-13 00:00:00","2013-01-12 00:00:00",7500,7694,USD,successful
10590,Froggy,Animation,US,"2016-07-07 00:00:00","2016-09-05 00:00:00",2000,0,USD,failed
10591,"The Survival Case","Product Design",US,"2016-05-03 00:00:00","2016-06-02 00:00:00",30000,1922,USD,failed
10592,"i4UArts needs a home!","Mixed Media",US,"2014-02-12 00:00:00","2014-03-14 00:00:00",10000,0,USD,failed
10593,"10,000 DAYS:  SEASON 2","Science Fiction",US,"2015-09-30 00:00:00","2015-11-16 00:00:00",150000,15038,USD,failed
10594,"One life, One chance, Study abroad",Art,US,"2014-07-14 00:00:00","2014-09-12 00:00:00",6000,35,USD,failed
10595,"Apropos of Nothing podcast needs better gear!","Radio & Podcasts",US,"2012-05-24 00:00:00","2012-06-23 00:00:00",500,1562,USD,successful
10596,"Maine Homestead, expanding and growing!","Small Batch",US,"2017-07-20 00:00:00","2017-08-19 00:00:00",30000,1016,USD,failed
10597,"Bobby Sparks II Debut Album",Jazz,US,"2011-11-01 00:00:00","2011-12-11 00:00:00",35000,1077,USD,failed
10598,"'Get Bill on the Boat!' - Tribute Trip 100yr D-Day Veteran",Art,GB,"2014-08-11 00:00:00","2014-09-10 00:00:00",486.98,1415.49,GBP,successful
10599,"Making EP #2!",Rock,US,"2012-04-26 00:00:00","2012-06-25 00:00:00",500,241,USD,failed
10600,"JoJo's Crafts",DIY,US,"2017-02-09 00:00:00","2017-03-11 00:00:00",5000,0,USD,failed
10601,"The secret paintings of Bodhidharma",Painting,US,"2015-10-19 00:00:00","2015-11-14 00:00:00",8900,2205,USD,failed
10602,"The Second Monitor",Webseries,US,"2015-01-15 00:00:00","2015-02-14 00:00:00",600,0,USD,failed
10603,Noise,"Science Fiction",AU,"2017-09-25 00:00:00","2017-10-08 00:00:00",391.57,0.78,AUD,failed
10604,"First Ever Latin Float at Caribana 2015",Performances,CA,"2015-07-09 00:00:00","2015-07-20 00:00:00",3819.42,0,CAD,failed
10605,"Dorys - Boat Shoes with the Breathability of a Sandal",Footwear,US,"2017-03-13 00:00:00","2017-04-14 00:00:00",36000,7539,USD,failed
10606,""Tex-Bop Deluxe" (Canceled)",Pop,US,"2012-01-28 00:00:00","2012-03-03 00:00:00",4525,0,USD,canceled
10607,"Period Western: The Dead Union",Shorts,US,"2010-10-27 00:00:00","2011-01-01 00:00:00",3000,0,USD,failed
10608,"A Locksport Workshop with Schuyler Towne",Crafts,US,"2011-01-10 00:00:00","2011-01-14 00:00:00",40,108,USD,successful
10609,"3D Printed Classic Video Game Characters (Canceled)",Art,US,"2014-04-22 00:00:00","2014-05-22 00:00:00",3000,0,USD,canceled
10610,AfroPhantoms,Fiction,US,"2014-12-03 00:00:00","2015-01-02 00:00:00",5000,6,USD,failed
10611,"Exploring Rights for Animals: A Documentary",Documentary,US,"2012-10-12 00:00:00","2012-11-11 00:00:00",55000,6381,USD,failed
10612,"The UMOJA Music Series",Jazz,US,"2012-04-11 00:00:00","2012-05-12 00:00:00",8000,800,USD,failed
10613,"Hollow Earth Radio Moves to its Own Community Space!","Radio & Podcasts",US,"2010-05-25 00:00:00","2010-07-09 00:00:00",3500,4574.61,USD,successful
10614,TravelPal,Web,US,"2014-08-26 00:00:00","2014-09-25 00:00:00",2000,2,USD,failed
10615,"Broken records tshirts",Fashion,US,"2012-03-07 00:00:00","2012-03-14 00:00:00",3000,255,USD,failed
10616,"She's in London - a lesbian, bi, queer (LBQ) webseries",Webseries,GB,"2015-05-10 00:00:00","2015-06-14 00:00:00",4751.5,5098.36,GBP,successful
10617,"Serial LCD Backpack",Hardware,US,"2013-05-13 00:00:00","2013-06-12 00:00:00",5000,639,USD,failed
10618,"Cycle Snap™ Makes Bike Parking a Snap!","Product Design",US,"2014-09-11 00:00:00","2014-10-11 00:00:00",15000,2664.11,USD,failed
10619,"Castles & Crusades: 7 Days in Bergholt","Tabletop Games",US,"2017-09-12 00:00:00","2017-09-20 00:00:00",500,7654,USD,successful
10620,"STIGE Watches","Product Design",GB,"2016-07-21 00:00:00","2016-08-20 00:00:00",19818.72,1532.65,GBP,failed
10621,"Orange Tree Theatre Young Company Heritage Production",Theater,GB,"2014-02-20 00:00:00","2014-03-13 00:00:00",1659.48,1775.64,GBP,successful
10622,"Jatoba Last Man Standing",Music,"N,0"","2015-01-25 00:00:00","2015-03-01 00:00:00",5000,5231.95,USD,undefined
10623,CONFESSIONS!,Theater,GB,"2013-05-21 00:00:00","2013-06-20 00:00:00",7722.96,8952.46,GBP,successful
10624,""Pukomuk" - ein Kinderbuch für mehr GUTES in der Welt","Children's Books",AT,"2015-07-06 00:00:00","2015-08-05 00:00:00",5470.52,103.94,EUR,failed
10625,"Zombie Gear: T-Shirts, Hunting Licenses, Degrees & Permits",Fashion,US,"2014-08-07 00:00:00","2014-09-06 00:00:00",3000,762,USD,failed
10626,"Chalkboard...it's your skateboard, you be the artist!!!","Product Design",US,"2014-11-15 00:00:00","2014-12-11 00:00:00",3000,3411,USD,successful
10627,"Make Your Own Rules with Youth in a Roman Field",Music,US,"2016-06-16 00:00:00","2016-07-16 00:00:00",16000,16925,USD,successful
10628,"NIKO and the Sword of Light - Fully Animated Comicbook",Comics,GB,"2013-02-19 00:00:00","2013-03-21 00:00:00",30366.06,51526.79,GBP,successful
10629,"Simon - The solar self-watering system!",Gadgets,DE,"2017-11-11 00:00:00","2017-12-11 00:00:00",44862.64,1140.46,EUR,failed
10630,"Project to Help Low Income Families Buy Their Own Homes (Suspended)",Art,US,"2010-11-04 00:00:00","2010-12-04 00:00:00",10000,0,USD,suspended
10631,"Dos Pueblos Tecnicos",Experimental,US,"2014-08-23 00:00:00","2014-09-02 00:00:00",500,500,USD,successful
10632,"Bikers Bond Stickers Redefine Motorcycle Safety!","Graphic Design",US,"2013-05-21 00:00:00","2013-06-20 00:00:00",20000,241,USD,failed
10633,"Publication of My First Book",Publishing,US,"2011-03-03 00:00:00","2011-05-28 00:00:00",700,60,USD,failed
10634,"Ray Cardwell debut album "Tennessee Moon"","Country & Folk",US,"2016-07-11 00:00:00","2016-08-10 00:00:00",2000,2169,USD,successful
10635,"Can You Hear Me Now","Country & Folk",US,"2012-03-16 00:00:00","2012-04-03 00:00:00",1200,1450,USD,successful
10636,"Millennial Watches",Accessories,AU,"2016-06-01 00:00:00","2016-06-26 00:00:00",5984.89,1843.35,AUD,failed
10637,"Beer in the Bleachers: A Fan's Perspective...",Nonfiction,US,"2012-11-21 00:00:00","2012-12-21 00:00:00",1000,75,USD,failed
10638,"MPL Macro: Take amazing close-up photos with your phone",Technology,US,"2015-10-27 00:00:00","2015-11-24 00:00:00",15000,32730,USD,successful
10639,"Flower Cap",Illustration,US,"2017-03-30 00:00:00","2017-04-29 00:00:00",396,4,USD,failed
10640,"YOUR BACKPACK IS BACK- Hinüber Backpacks","Product Design",DE,"2016-08-04 00:00:00","2016-09-03 00:00:00",6760.79,707.63,EUR,failed
10641,"The Rolling Paper Trade Beads - DIY BOOK",Publishing,IT,"2017-06-14 00:00:00","2017-07-14 00:00:00",11415,278.53,EUR,failed
10642,"Future Shock at Soho20 ",Art,US,"2010-03-29 00:00:00","2010-05-01 00:00:00",1000,1040,USD,successful
10643,"Angel Siren New Album Project",Rock,US,"2012-09-06 00:00:00","2012-10-06 00:00:00",500,590,USD,successful
10644,"Voices of Strength U.S. Tour: 4 Works, 13 People, 6 cities",Dance,US,"2012-06-13 00:00:00","2012-07-13 00:00:00",12000,12350,USD,successful
10645,"The 30-Mile-Dive with Scott Cassell",Documentary,US,"2011-06-23 00:00:00","2011-07-31 00:00:00",5000,5290,USD,successful
10646,"Jared's little carpet Art",Art,US,"2015-06-01 00:00:00","2015-06-30 00:00:00",2500,0,USD,failed
10647,"plate. Vibrant Restaurant with the fresh flavors of Italy!",Restaurants,US,"2015-05-05 00:00:00","2015-06-04 00:00:00",20000,4410,USD,failed
10648,"Delicious Organic Rasgullas- Energizing Sweet Snack","Small Batch",US,"2014-07-08 00:00:00","2014-08-07 00:00:00",500,180,USD,failed
10649,"Biscuits As Usual by Boulevard Avenue",Music,"N,0"","2014-08-04 00:00:00","2014-09-09 00:00:00",1775,2025,USD,undefined
10650,"Better Earth",Apps,CA,"2014-12-08 00:00:00","2015-02-06 00:00:00",4017.68,24.91,CAD,failed
10651,"A Journey Through the Mind, Heart & Soul",Documentary,US,"2015-10-23 00:00:00","2015-12-09 00:00:00",5000,6,USD,failed
10652,"Tammy Rochelle & Joseph Bamber- Debut Duo Record!","Country & Folk",US,"2011-11-10 00:00:00","2011-12-11 00:00:00",5000,6025,USD,successful
10653,"A Gem of Love",Nonfiction,US,"2013-05-19 00:00:00","2013-07-03 00:00:00",150000,0,USD,failed
10654,"Hallow Hills a.k.a Who's Out There",Horror,US,"2015-02-04 00:00:00","2015-03-06 00:00:00",3000,0,USD,failed
10655,"Volcanic impulse - flashlight for all occasions","Product Design",US,"2017-03-22 00:00:00","2017-04-01 00:00:00",570,0,USD,suspended
10656,"My Knife, Your tool for life","Product Design",US,"2015-12-01 00:00:00","2016-01-02 00:00:00",50000,2557,USD,failed
10657,"A web browser dedicated to your healthcare",Software,US,"2011-06-20 00:00:00","2011-08-19 00:00:00",5000,122,USD,failed
10658,"THE MANNY - TV Comedy Pilot",Comedy,US,"2015-05-23 00:00:00","2015-06-22 00:00:00",35000,39764,USD,successful
10659,"Handcrafted sculptures for home and garden",Sculpture,DE,"2015-10-20 00:00:00","2015-11-19 00:00:00",2672,0,EUR,failed
10660,"Be.e - The BioScooter",Hardware,NL,"2014-07-04 00:00:00","2014-08-18 00:00:00",199004.98,6908.13,EUR,failed
10661,"Help Brie record her EP and be an opening act on Urock tour!",Music,US,"2012-03-14 00:00:00","2012-05-03 00:00:00",5000,5096,USD,successful
10662,"Keep Kemistry Alive!","Graphic Design",GB,"2014-10-30 00:00:00","2014-11-29 00:00:00",23528.67,25556.85,GBP,successful
10663,"Power Our Tiger Research Cams",Photography,US,"2014-08-03 00:00:00","2014-08-19 00:00:00",175,545,USD,successful
10664,"VentureTopia - Open-World RPG Game!","Video Games",NL,"2015-09-28 00:00:00","2015-11-20 00:00:00",213.76,106.88,EUR,failed
10665,"What's Good, Fresno? Season 1",Webseries,US,"2011-11-18 00:00:00","2011-12-20 00:00:00",2500,2,USD,failed
10666,"The American Way, One Postcard at a Time... (Canceled)",Publishing,US,"2014-07-24 00:00:00","2014-08-23 00:00:00",40,0,USD,canceled
10667,"A South African teashop...coming soon to Seattle.",Food,US,"2013-04-25 00:00:00","2013-05-25 00:00:00",10000,10405,USD,successful
10668,"The Rolling Pilot Documentary",Documentary,US,"2013-07-30 00:00:00","2013-08-24 00:00:00",30000,30756,USD,successful
10669,"CPIPP & Palisades Beautiful - A Community Visioning Workshop",Design,US,"2013-12-23 00:00:00","2014-01-25 00:00:00",5500,6085,USD,successful
10670,"by simply me: SPRING 2014. a dreamer collection.",Fashion,US,"2013-02-06 00:00:00","2013-03-08 00:00:00",30000,0,USD,failed
10671,"HAND HORNS:  spirit, refined.","Product Design",US,"2013-02-07 00:00:00","2013-03-10 00:00:00",4700,4737,USD,successful
10672,"TROISIQUE, Where Fashion Meets Destruction (Canceled)",Shorts,US,"2015-03-19 00:00:00","2015-05-18 00:00:00",20000,250,USD,canceled
10673,"Help Reba Hasko record Third Album at Honey Jar in Brooklyn!","Indie Rock",US,"2012-01-08 00:00:00","2012-02-07 00:00:00",9230,9333.02,USD,successful
10674,"Julius Caesar in Ariminum - Rimini ITALY",Nonfiction,IT,"2016-06-18 00:00:00","2016-08-17 00:00:00",39074.89,544.78,EUR,failed
10675,"Last Good Tooth Requests Your Assistance","Country & Folk",US,"2011-06-11 00:00:00","2011-07-11 00:00:00",5000,5170,USD,successful
10676,"Lovefield Way Garden & Arts",Farms,US,"2015-04-03 00:00:00","2015-05-03 00:00:00",2000,2030,USD,successful
10677,"Sonic Gardener","Community Gardens",US,"2016-05-21 00:00:00","2016-06-20 00:00:00",150000,0,USD,failed
10678,"Injury Comics #4",Comics,US,"2012-03-09 00:00:00","2012-04-08 00:00:00",1250,1701,USD,successful
10679,"Dress my dreams - by Crazy Dreams Factory",Fashion,BE,"2017-02-08 00:00:00","2017-03-10 00:00:00",5303.01,0,EUR,failed
10680,"The Story I Have To Tell – The Road To San Francisco",Nonfiction,US,"2014-05-20 00:00:00","2014-07-02 00:00:00",2000,56,USD,failed
10681,"CRUSH IT – The Steins Story",Documentary,US,"2013-08-09 00:00:00","2013-09-09 00:00:00",14275,15858,USD,successful
10682,"EAT the SHADOW - An Original Graphic Novel","Graphic Novels",US,"2014-10-01 00:00:00","2014-11-05 00:00:00",5000,2231,USD,failed
10683,"Gardens for Food Shelves = Training for Urban Farmers",Food,US,"2011-11-03 00:00:00","2011-12-03 00:00:00",8900,9145,USD,successful
10684,"Street Wars NYC: 1970's Street Gang Miniatures Game","Tabletop Games",GB,"2017-07-05 00:00:00","2017-07-30 00:00:00",6572.89,6784.54,GBP,successful
10685,"Codex Interactivus - Bringing Leonardo To Life!",Nonfiction,US,"2014-05-12 00:00:00","2014-06-11 00:00:00",12000,1455,USD,failed
10686,"“Mexico Creates” TALE&TINO: Mexican spirit to take with you","Product Design",MX,"2017-10-12 00:00:00","2017-11-17 00:00:00",4463.82,36.24,MXN,canceled
10687,"Alpha Zoo mobile app | Unlock 26 alphabet-loving beasties!",Apps,GB,"2013-10-11 00:00:00","2013-11-10 00:00:00",8033.94,8615.59,GBP,successful
10688,"6x6 - The Art Version of a Music Festival",Art,US,"2011-05-09 00:00:00","2011-08-07 00:00:00",10000,10240.53,USD,successful
10689,"Newborne County","Narrative Film",US,"2011-07-07 00:00:00","2011-08-21 00:00:00",15000,4782.69,USD,failed
10690,"The Other Half of the Sky",Fiction,US,"2015-03-17 00:00:00","2015-04-17 00:00:00",2783,3154,USD,successful
10691,"Laser Cutter for Makerspace in Inner-City STEM School",Makerspaces,US,"2015-02-23 00:00:00","2015-04-24 00:00:00",24000,201,USD,failed
10692,"I-60's First Worship Album- "My Days are Yours"","Indie Rock",US,"2014-03-17 00:00:00","2014-04-14 00:00:00",3000,110,USD,failed
10693,"Create Next Generation Solar Window Candle Inventory for HSN",Gadgets,US,"2015-07-09 00:00:00","2015-09-07 00:00:00",7000,0,USD,failed
10694,"Books on the scarf, quotes on the bag, literary umbrellas",Accessories,US,"2014-10-24 00:00:00","2014-11-23 00:00:00",14599,726,USD,failed
10695,"The Fairy Godmother Needs YOU",Fashion,US,"2013-03-28 00:00:00","2013-04-28 00:00:00",15000,325,USD,failed
10696,"You Must Be Tripping",Nonfiction,US,"2017-04-14 00:00:00","2017-05-12 00:00:00",50000,500,USD,failed
10697,"Learn from ICARUS and fly safer!",Flight,US,"2016-01-07 00:00:00","2016-01-30 00:00:00",10000,10518.1,USD,successful
10698,"Change the World One Mile at a Time with the Synergia App",Technology,US,"2015-01-05 00:00:00","2015-03-06 00:00:00",30000,492,USD,failed
10699,"Talk & Sing M?ori for FREE",Software,AU,"2014-03-31 00:00:00","2014-04-15 00:00:00",9347.54,172.93,AUD,failed
10700,"DESIGN/BUILD No.1 - WALLET Rev. A","Product Design",US,"2014-02-04 00:00:00","2014-03-21 00:00:00",4000,118,USD,failed
10701,"Bring the "Family Matters" project to life",Music,US,"2013-12-11 00:00:00","2014-01-25 00:00:00",10500,0,USD,failed
10702,"Men's Premium Leather Two Tone Leather Wallets RFID Safe",Fashion,GB,"2016-12-21 00:00:00","2017-01-20 00:00:00",3069.44,940.48,GBP,failed
10703,"Grupo Arcano Launches 'Despegando'",Music,US,"2011-04-21 00:00:00","2011-06-10 00:00:00",10000,10770,USD,successful
10704,"Disaster Bird Records their Debut Full-Length Album!","Indie Rock",US,"2012-06-01 00:00:00","2012-07-01 00:00:00",4500,5394,USD,successful
10705,"New Musicals: PMTP's Shows for Summer 2012",Theater,US,"2012-07-23 00:00:00","2012-08-02 00:00:00",2500,2540,USD,successful
10706,""It Won't Be You"",Shorts,GB,"2012-11-06 00:00:00","2012-12-07 00:00:00",4788.36,4874.81,GBP,successful
10707,"Who Cares About Kelsey?",Documentary,US,"2012-06-28 00:00:00","2012-08-22 00:00:00",20000,20316.58,USD,successful
10708,"Spectacular POTA Icarus Model Kit READY for production",Crafts,US,"2012-11-29 00:00:00","2012-12-16 00:00:00",15000,7061,USD,failed
10709,"MFA Photography Thesis Show - Pink Noise",Art,US,"2012-05-14 00:00:00","2012-05-21 00:00:00",600,600,USD,successful
10710,"Washington Irving Love Affair at The Alhambra Palace",Documentary,US,"2011-11-16 00:00:00","2012-01-15 00:00:00",20000,0,USD,failed
10711,"The Indian (Canceled)","Narrative Film",US,"2012-11-15 00:00:00","2012-12-15 00:00:00",100000,1175,USD,canceled
10712,"XMODULE (Canceled)","Video Games",IE,"2016-04-22 00:00:00","2016-05-22 00:00:00",40204.6,1911.95,EUR,canceled
10713,"Lynda DeFuria's Brand Spankin' New EP!",Pop,US,"2011-12-21 00:00:00","2012-01-30 00:00:00",3500,3646,USD,successful
10714,"Television show Jim McCue's Par 4 the Course","Film & Video",US,"2012-07-18 00:00:00","2012-08-08 00:00:00",4000,10,USD,failed
10715,"The Adventures of Celery Salt and The Wounded Trumpet",Music,US,"2010-10-04 00:00:00","2010-10-21 00:00:00",350,360,USD,successful
10716,"TheWrit (Black Sabbath Tributes)",Rock,US,"2011-12-29 00:00:00","2012-01-28 00:00:00",20000,0,USD,failed
10717,"In a space of one and a half bodies",Installations,CA,"2015-02-17 00:00:00","2015-03-01 00:00:00",161.24,196.53,CAD,successful
10718,"Infected Zombie RPG by Immersion Studios","Tabletop Games",AU,"2015-08-16 00:00:00","2015-09-20 00:00:00",8418.69,18607.41,AUD,successful
10719,"Very First Shoes for My Little One. Children shoes- COCOON",Childrenswear,US,"2016-03-10 00:00:00","2016-04-09 00:00:00",30000,358,USD,failed
10720,"Tablin© do not be indifferent to the differentiated !","Civic Design",IT,"2016-06-01 00:00:00","2016-07-01 00:00:00",4454,0,EUR,failed
10721,"Don't Say Anything to Anybody: A German WWII Girlhood",Nonfiction,US,"2017-02-14 00:00:00","2017-03-07 00:00:00",3700,5673,USD,successful
10722,"Jade - Digital Art Print - Sized to fit IKEA Frames","Digital Art",CA,"2015-04-08 00:00:00","2015-05-08 00:00:00",413.12,8.26,CAD,failed
10723,"TRANSGENDER (LGBTQA) graphic prints on T-Shirt","Graphic Design",US,"2013-12-27 00:00:00","2014-02-01 00:00:00",1000,283,USD,failed
10724,"Counting Stars",Plays,GB,"2015-06-09 00:00:00","2015-07-06 00:00:00",3879.4,38.79,GBP,failed
10725,"The Other Guy; a story about power, art and deception.","Film & Video",US,"2016-08-23 00:00:00","2016-10-22 00:00:00",5000,6,USD,failed
10726,"New Mexico Paintings 2014",Painting,US,"2014-05-08 00:00:00","2014-06-07 00:00:00",800,1020,USD,successful
10727,"Completion of the 'Gallery of Kisses' Barcelona","Public Art",ES,"2016-04-26 00:00:00","2016-05-26 00:00:00",5583.97,134.02,EUR,failed
10728,"Music Video for "Die To Yourself"","Film & Video",US,"2013-08-22 00:00:00","2013-09-21 00:00:00",2500,100,USD,failed
10729,"New line of e-Raptor Storage Boxes","Tabletop Games",US,"2016-05-24 00:00:00","2016-06-17 00:00:00",5000,1607,USD,failed
10730,"Shark Tanks Across America Season 1",Television,US,"2014-12-11 00:00:00","2015-01-03 00:00:00",12000,0,USD,failed
10731,"Twenty-Nine BrewPub and Wood Fired Pizza",Drinks,US,"2014-06-25 00:00:00","2014-07-25 00:00:00",25000,2184,USD,failed
10732,"Project Ex Nihilo",Apps,GB,"2016-08-21 00:00:00","2016-09-30 00:00:00",32406.09,33.7,GBP,failed
10733,"Electric Drift Trikes by Super Trikes",Technology,US,"2017-10-17 00:00:00","2017-11-16 00:00:00",20000,100,USD,failed
10734,Madeleine,"Film & Video",US,"2015-03-22 00:00:00","2015-04-21 00:00:00",12000,0,USD,failed
10735,"Rules and Regulations",Rock,US,"2015-07-08 00:00:00","2015-08-22 00:00:00",500,551,USD,successful
10736,"The Master Truth project",Webseries,US,"2014-07-20 00:00:00","2014-08-19 00:00:00",400,0,USD,failed
10737,"Grapple Vegas Interactive Site and Apparel Line",Web,US,"2015-01-02 00:00:00","2015-02-01 00:00:00",10000,215,USD,failed
10738,"La traviata - Oshawa Opera","Classical Music",CA,"2015-02-15 00:00:00","2015-03-17 00:00:00",591.86,607.64,CAD,successful
10739,"Simple Wallet Plus",Accessories,US,"2014-07-18 00:00:00","2014-08-27 00:00:00",10000,10268,USD,successful
10740,"Under The Bed Fred : A Childrens Book Series","Children's Books",US,"2016-10-13 00:00:00","2016-11-14 00:00:00",2000,10,USD,failed
10741,"The Fox Tarot by Fox on an Island",Illustration,CA,"2017-01-12 00:00:00","2017-02-11 00:00:00",3822.92,3995.72,CAD,successful
10742,"Aïz, la conscience du futur.",Pop,FR,"2015-07-05 00:00:00","2015-09-03 00:00:00",5568.98,875.44,EUR,failed
10743,"Holy God, Holy Mighty, Holy Immortal, Have Mercy Upon Us",Shorts,US,"2011-12-08 00:00:00","2012-01-07 00:00:00",700,1137,USD,successful
10744,"Hand D Handle",Gadgets,US,"2016-10-27 00:00:00","2016-12-11 00:00:00",10000,360,USD,failed
10745,"RVingVIP Maintenance Software",Software,US,"2015-06-08 00:00:00","2015-08-07 00:00:00",10000,25,USD,failed
10746,"Sounds of the Season Holiday CD","Classical Music",US,"2013-04-19 00:00:00","2013-05-19 00:00:00",3000,3876,USD,successful
10747,"Swagger Bike Stand: stop leaning your bike","Product Design",US,"2016-06-27 00:00:00","2016-07-27 00:00:00",5500,1005,USD,failed
10748,Catatakerus!,"Product Design",US,"2014-02-05 00:00:00","2014-03-07 00:00:00",1500,60,USD,failed
